update,transitions,high_reward_mean,high_reward_sum,duration_mean,detected_targets_mean,visited_targets_mean,retired_agents_mean,success_rate,entropy_reduction_mean,actor_explore_actions,actor_target_actions,actor_invalid_actions,actor_nonfinite_logits,actor_valid_target_actions,policy_loss,value_loss,entropy,approx_kl,clip_fraction
14,1026,1.7209912538528442,1765.737060546875,12.150097846984863,2.125,1.703125,1.703125,0.015625,2434.2236328125,909,117,0,0,117,0.07007043063640594,38.04612350463867,1.4089330434799194,0.0005080532282590866,0.0017903646221384406
15,1052,1.6092482805252075,1692.92919921875,12.188213348388672,1.890625,1.65625,1.65625,0.03125,2444.22900390625,943,109,0,0,109,-0.026245834305882454,38.68173599243164,1.407504916191101,0.0008979141712188721,0.0120210200548172
16,1009,1.8536550998687744,1870.337890625,12.225966453552246,1.984375,1.75,1.75,0.109375,2413.43212890625,893,116,0,0,116,-0.0006915975827723742,45.55180740356445,1.4087907075881958,0.0004539542132988572,0.00397256575524807
17,981,1.9458982944488525,1908.92626953125,12.379204750061035,1.96875,1.796875,1.796875,0.078125,2339.912109375,864,117,0,0,117,-0.0019872337579727173,45.26060104370117,1.4049789905548096,0.00028439779998734593,0.002087428467348218
18,980,1.9546809196472168,1915.58740234375,12.863265037536621,2.125,1.796875,1.796875,0.078125,2426.422119140625,859,121,0,0,121,-0.0012022783048450947,45.37051773071289,1.4032899141311646,0.00031810638029128313,0.001777844619937241
19,1031,1.8694607019424438,1927.4139404296875,11.820562362670898,2.078125,1.796875,1.796875,0.078125,2417.38720703125,911,120,0,0,120,0.010965760797262192,41.18623352050781,1.402991771697998,0.0009109391830861568,0.012881324626505375
20,1096,1.7003370523452759,1863.5694580078125,11.996350288391113,1.984375,1.75,1.75,0.09375,2529.655029296875,978,118,0,0,118,-0.005620972719043493,42.77387619018555,1.4051443338394165,0.0006516099092550576,0.006745514925569296
21,1035,1.6299004554748535,1686.947021484375,12.614492416381836,1.890625,1.640625,1.640625,0.046875,2445.156982421875,925,110,0,0,110,-0.08660724759101868,42.61171340942383,1.4056841135025024,0.0020382865332067013,0.02345229685306549
22,1041,1.7326017618179321,1803.638427734375,12.058597564697266,1.953125,1.71875,1.71875,0.0625,2481.170166015625,931,110,0,0,110,0.024531282484531403,39.262916564941406,1.4515069723129272,0.00027101393789052963,0.0011393228778615594
23,1005,1.791975975036621,1800.935791015625,12.594029426574707,1.84375,1.71875,1.71875,0.0625,2444.57470703125,894,111,0,0,111,-0.0019068289548158646,42.60429763793945,1.4251985549926758,0.0004451375571079552,0.0032396914903074503
